300,300,109,109,300,109,300,300,109,109,109
300,300,235,300,300,235,300,300,235,235,235
300,300,235,232,300,235,300,300,235,235,235
300,300,208,208,300,208,300,300,208,208,208
300,300,13,13,300,13,13,13,13,13,13
300,300,300,300,300,300,300,300,300,300,300
300,300,234,300,300,234,234,300,234,234,234
300,300,39,147,300,39,300,300,39,39,39
300,300,234,181,300,234,300,234,234,234,234
300,300,234,234,300,234,234,300,234,234,234
300,300,106,106,300,106,300,106,106,106,106
300,300,111,300,300,111,111,300,111,111,111
300,300,300,300,300,300,300,300,300,300,300
300,300,182,235,300,182,300,300,182,182,182
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300
300,300,156,300,300,156,300,300,156,156,156
300,300,234,234,300,234,300,300,234,234,234
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,234,300,234,234,234,234
300,300,300,108,300,108,300,300,108,108,108
300,300,118,235,300,118,300,300,235,235,235
300,300,109,109,300,109,300,300,109,109,109
300,300,150,300,300,150,300,300,300,300,150
300,300,300,300,300,300,300,300,300,300,300
300,300,234,234,300,234,300,234,234,234,234
300,300,300,235,300,235,300,300,235,235,235
300,300,300,75,300,75,300,300,75,75,75
300,300,300,300,300,300,300,300,300,300,300
300,300,300,80,300,80,300,300,80,80,80
300,300,300,300,300,300,300,300,300,300,300
300,300,103,103,300,103,300,300,103,103,103
300,300,300,102,300,102,300,234,102,102,102
300,300,300,97,300,97,300,300,300,300,97
300,300,300,208,300,208,300,300,208,208,208
300,300,300,75,300,75,300,75,75,75,75
300,300,300,10,300,10,300,300,300,300,10
300,300,300,21,300,21,300,248,21,21,21
300,300,300,21,300,21,300,248,21,21,21
300,300,199,199,300,199,300,199,199,199,199
300,300,300,235,300,235,300,300,235,235,235
300,300,300,300,300,300,300,300,300,300,300
300,300,208,208,300,208,300,300,208,208,208
300,300,300,182,300,182,300,300,182,182,182
300,300,300,300,300,248,208,248,248,248,248
300,300,300,102,300,102,300,300,102,102,102
300,300,234,234,300,234,300,234,234,234,234
300,300,234,232,300,234,300,300,234,234,234
300,300,300,182,300,182,300,300,182,182,182
300,300,300,102,300,102,300,300,102,102,102
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300
300,300,300,234,300,234,300,300,234,234,234
300,300,227,227,300,227,300,227,227,227,227
300,300,300,300,300,300,300,300,300,300,235
300,300,234,182,300,234,300,300,182,182,182
300,300,300,102,300,102,300,300,102,102,102
300,300,300,208,300,208,300,300,300,300,208
300,300,182,182,300,182,300,300,182,182,182
300,300,234,234,300,234,300,300,234,234,234
300,300,102,300,300,102,300,300,102,102,102
300,300,234,182,300,234,300,300,182,182,182
300,300,82,82,300,82,300,300,82,82,82
300,300,11,215,300,11,300,300,11,11,11
300,300,300,300,300,300,300,300,300,300,300
300,300,300,182,300,182,300,300,300,300,182
300,300,234,300,300,234,300,300,234,234,234
300,300,300,232,300,232,300,300,300,300,232
300,300,300,209,300,209,300,300,209,209,209
300,300,300,300,300,300,300,300,300,300,300
300,300,300,235,300,235,300,300,235,235,235
300,300,234,300,300,234,300,234,234,234,234
300,300,300,300,300,300,300,300,300,300,232
300,300,182,182,300,182,300,300,182,182,182
300,300,39,240,300,39,300,300,39,39,39
300,300,300,134,300,134,300,300,300,300,134
300,300,300,234,300,234,300,234,234,234,234
300,300,235,205,300,235,300,300,235,235,235
300,300,300,232,300,232,300,300,300,300,232
300,300,300,235,300,235,300,300,235,235,235
300,300,300,161,300,161,300,300,161,161,161
300,300,235,208,300,235,300,300,208,208,208
300,300,300,300,300,300,300,300,300,300,300
300,300,300,232,300,232,300,102,300,300,232
300,300,217,134,300,217,300,300,300,300,217
300,300,235,300,300,235,300,300,235,235,235
300,300,300,102,300,102,300,102,102,102,102
300,300,300,300,300,300,300,300,300,300,300
300,300,300,103,300,103,143,300,103,103,103
300,300,115,115,300,115,300,300,115,115,115
300,300,300,300,300,300,300,300,300,300,300
300,300,300,235,300,235,300,246,235,235,235
300,300,300,102,300,102,300,300,102,102,102
300,300,300,300,300,111,300,111,111,111,111
300,300,234,234,300,234,300,234,234,234,234
300,300,300,300,300,300,300,300,300,300,300
300,300,300,235,300,235,300,300,235,235,235
300,300,150,234,300,150,300,300,234,234,234
300,300,300,300,300,300,300,300,300,300,300
300,300,300,75,300,75,300,300,75,75,75
300,300,232,300,300,232,300,300,300,300,232
300,300,300,153,300,153,300,300,153,153,153
300,300,232,300,300,232,300,300,300,300,232
300,300,75,75,300,75,300,300,75,75,75
300,300,143,143,300,143,300,143,143,143,143
300,300,60,60,300,60,300,60,60,60,60
300,300,156,300,300,156,300,300,156,156,156
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300
300,300,300,232,300,232,300,300,300,300,232
300,300,300,194,300,194,300,300,300,300,194
300,300,300,176,300,176,300,300,176,176,176
300,300,300,194,300,194,300,300,300,300,194
300,300,300,176,300,176,300,300,176,176,176
300,300,300,300,300,300,300,300,300,300,300
300,300,227,232,300,227,300,300,227,227,227
300,300,220,235,300,220,300,300,220,220,220
300,300,300,243,300,243,300,38,243,243,243
300,300,300,235,300,235,300,300,235,235,235
300,300,300,300,300,300,300,300,300,300,300
300,300,181,227,300,181,300,300,181,181,181
300,300,300,300,300,111,300,111,111,111,111
300,300,103,300,300,103,300,300,103,103,103
300,300,217,217,300,217,300,300,217,217,217
300,300,75,75,300,75,300,75,75,75,75
300,300,300,194,300,194,102,300,102,102,102
300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300
300,300,300,232,300,232,300,234,234,234,234
300,300,300,300,300,300,300,300,300,300,300
243,300,300,39,300,243,300,300,243,243,243
243,300,300,235,300,243,300,300,243,243,243
205,300,300,205,300,205,300,300,205,205,205
31,300,300,300,300,31,300,300,300,300,31
113,300,300,113,300,113,248,300,248,248,113
168,300,300,232,300,168,300,248,168,168,168
234,300,300,234,300,234,300,245,234,234,234
119,300,300,300,300,119,300,300,119,119,119
234,300,300,234,300,234,300,300,234,234,234
234,300,300,234,300,234,300,300,234,234,234
119,300,300,119,300,119,300,300,119,119,119
174,300,300,232,300,174,300,248,174,174,174
75,300,300,234,300,75,300,300,75,75,75
75,300,300,75,300,75,300,300,75,75,75
123,300,300,235,300,123,300,300,123,123,123
194,300,300,300,300,194,300,300,300,300,194
105,300,300,105,300,105,300,300,105,105,105
243,300,300,232,300,243,300,300,243,243,243
173,300,300,143,300,173,300,300,173,173,173
243,300,300,228,300,243,300,300,243,243,243
64,300,300,64,300,64,300,248,64,64,64
243,300,300,235,300,243,300,243,243,243,243
300,300,300,300,300,300,300,300,300,300,300
174,300,300,232,300,174,300,300,174,174,174
243,300,300,300,300,243,300,300,243,243,243
300,300,300,208,300,208,300,300,300,300,208
233,300,300,232,300,233,300,300,300,300,233
75,300,300,300,300,75,300,75,75,75,75
234,300,300,234,300,234,300,300,234,234,234
234,300,300,234,300,234,300,300,234,234,234
174,300,300,300,300,174,300,300,174,174,174
234,300,300,235,300,234,300,300,234,234,234
243,300,300,235,300,243,300,243,243,243,243
300,300,300,300,300,300,300,300,300,300,300
111,300,300,111,300,111,300,248,111,111,111
205,300,300,205,300,205,300,300,205,205,205
243,300,300,300,300,243,300,300,243,243,243
300,300,300,20,300,20,300,82,20,20,20
243,300,300,300,300,243,300,300,243,243,243
13,300,300,13,300,13,300,300,13,13,13
75,300,300,75,300,75,300,245,75,75,75
75,300,300,300,300,75,300,300,75,75,75
102,300,300,232,300,102,102,300,102,102,102
234,300,300,234,300,234,300,234,234,234,234
103,300,300,300,300,103,300,300,103,103,103
300,300,300,300,300,300,300,300,300,300,300
74,300,300,234,300,74,300,300,74,74,74
158,300,300,232,300,158,300,300,158,158,158
174,300,300,232,300,174,300,300,174,174,174
300,300,300,194,300,194,300,300,300,300,194
300,300,300,182,300,182,300,300,182,182,182
234,300,300,234,300,234,300,300,234,234,234
177,300,300,31,300,177,300,300,177,177,177
234,300,300,234,300,234,300,300,234,234,234
243,300,300,235,300,243,300,300,243,243,243
10,300,300,10,300,10,10,300,10,10,10
243,300,300,15,300,243,300,300,243,243,243
108,300,300,300,300,108,300,300,108,108,108
122,300,300,122,300,122,300,300,300,300,122
300,300,300,102,300,102,300,300,102,102,102
243,300,300,300,300,243,300,300,243,243,243
134,300,300,134,300,134,300,300,300,300,134
205,300,300,205,300,205,300,300,205,205,205
300,300,300,111,300,111,235,300,111,111,111
300,300,300,31,300,31,300,300,31,31,31
243,300,300,39,300,243,300,300,243,243,243
243,300,300,235,300,243,300,300,243,243,243
219,300,300,300,300,219,300,300,300,300,219
